Professor_ID,Professor_Name,University,Department,Quality,Difficulty,Emotion,Class_Name,Comment,Thumbs_Up,Thumbs_Down,Review_Date
10541,Phil Scott,University of Ottawa,Mathematics department,5,3,AWESOME,MAT1348,"Philip Scott is one of the best I have ever had in my many years of university. He is amazingly knowledgable, he is always willing to repeat and help his students understand. The course itself is extremely difficult, very abstract mathematics and logical concepts. However, he made it seem simple and was always available throughtout the semester.",0,0,"Apr 11th, 2016"
10541,Phil Scott,University of Ottawa,Mathematics department,2,5,AWFUL,MAT1348,"Phil Scott is one of the worst professors I have had at this Univrsity. It didnt help that the course he taught was hard enough as it is. Very boring lectures, Very unhelpful, and it feels as though he doesn't want his students to get good marks.",0,2,"Apr 10th, 2016"
10541,Phil Scott,University of Ottawa,Mathematics department,1,5,AWFUL,MAT1348,"For a easy course like 1348, he is not the prof you want to have. He uses diffident symbols to show one thing whereas just one symbol could do it. When he teaches you it is like he is showing off his knowledge instead of really teaching you stuff. Worst man I've ever seen in my entire life. He actually can ruin your university life.",8,2,"Jan 23rd, 2016"
10541,Phil Scott,University of Ottawa,Mathematics department,5,3,AWESOME,MAT2141,"If you really want to dive into theory, this is the course, and this is the dude. I wouldn't recommend him for a more computational course like MAT1341. He posts extra notes for you at 2am then bikes to 8:30 class and kills it: every week. Answers email seconds later, and you can stop by his office ANY Time. Fun to talk too as well.",2,1,"Nov 29th, 2015"
10541,Phil Scott,University of Ottawa,Mathematics department,4,1,AWESOME,MAT1348,This proff is very clear in what he wants. 1. midterm a bit hard but still ace able 2. assignments aren't long or hard 3. all the notes are given 4. final very easy He is a very good proff in explaining and all the people who complain just didn't attend class(even tho its mandatory).,0,11,"May 1st, 2015"
10541,Phil Scott,University of Ottawa,Mathematics department,1,5,AWFUL,MAT1341AND8,"Worst prof I've ever had. Had him for a year. Terrible teaching, uses the notes from other profs to post online and not his own so some terms and notations do not match. Absolutely useless for posting study material online, and what ever he does post is a day or two before the midterm or final and once again not his. Doesn't have a train of thought",10,3,"Apr 14th, 2015"
10541,Phil Scott,University of Ottawa,Mathematics department,3,4,AVERAGE,MAT1348,"If one was to explain something as simple as (ab), this prof. can for sure be counted on to make it as tedious as possible in his explanation. P.s. he loves giving history lessons. Should teach history instead. Math should be taught by those who can explain and help understand well, not by those who understand it alright for themselves.",7,0,"Mar 27th, 2015"
10541,Phil Scott,University of Ottawa,Mathematics department,4.5,2,AWESOME,MAT1341,"Probably my favorite professor there at Ottawa U. His lectures are extremely well thought out, and are very well presented. He posts as much information as one could want to help pass the course, and is always there to help. Found myself going over his notes more than the text book. Highly recommend to anyone in the Maths.",1,8,"Mar 5th, 2015"
10541,Phil Scott,University of Ottawa,Mathematics department,3.5,3,AVERAGE,MAT1341,"Phil Scott is a really nice prof and he is very supportive, tries to convey the information as clear as possible and makes sure students get the point before he moves on. He cares for his students and wants everyone to pass, his tests can be a little tricky but if you study you will definitely do well in the course.",0,7,"Jan 15th, 2015"
10541,Phil Scott,University of Ottawa,Mathematics department,5,4,AWESOME,2141,"It's a fun class. Scott is clearly in it to share what he loves (math) and the midterms are from the old exams. Final however was much more difficult (very long and no repeated questions from the old exams) but I am pretty sure he marked it lightly since it was so long. Oh: please don't take this course unless you are in math, physics, or CS. p l z",0,8,"Jan 13th, 2015"
10541,Phil Scott,University of Ottawa,Mathematics department,2,5,AWFUL,MAT1341,"In a nutshell, his lectures are extremely confusing. However he tries his best to help you and if you go to his office hours he's more than willing to help. Most of the class didn't understand a word he was saying and I was forced to use patrickjmt and MIT lectures to understand his material. Avoid if you can, if not, attend his office hours.",6,0,"Jan 8th, 2015"
10541,Phil Scott,University of Ottawa,Mathematics department,5,1,AWESOME,MAT1348,"This guy is the epitome of a math professor! Loves what he does, cares about students, and that spills over into your enjoyment of the course. I enjoyed the history anecdotes too. Excellent prof! My only complaint, possibly the worst board eraser ever! Can be challenging to read notes sometimes.",1,5,"Dec 4th, 2014"
10541,Phil Scott,University of Ottawa,Mathematics department,3,3,AVERAGE,MAT3100,"This course was interesting. He is an enthusiastic lecturer and a nice guy. The assignments were brutal and his notes were sloppy and unorganized. His midterm & exam were okay, a lot of opportunity for bonus points but a lot of material you need to remember. Not my ideal math elective but could have been worse.",1,0,"Dec 18th, 2013"
10541,Phil Scott,University of Ottawa,Mathematics department,4,2,AWESOME,MAT3100,"The only downside about this prof was that he made the final exam extremely difficult. Hope he'll bell-curve the final exam grades like a lot of math profs do. Other than that, pretty great prof, fun to listen to, assignments/midterm reflect what was learned.",0,1,"Dec 13th, 2013"
10541,Phil Scott,University of Ottawa,Mathematics department,1,5,AWFUL,MAT2762,"Horrible prof. Can't speak French properly, so we can't understand what he's saying while we can't understand the subject matter! He heavily relies on his notes and the book, often neglecting to explain something in class, saying ""Look at my notes"" or ""Look at Hofstra's notes"". Does a poor job at making sure we understand. Homework's unrelated too.",1,0,"Nov 5th, 2013"
10541,Phil Scott,University of Ottawa,Mathematics department,2,4,AWFUL,MAT2762,"He's all over the place. Doesn't seem to know what he's talking about half the time because he jumps from one topic to the next. His mini-tests every week are fine and pretty easy to understand, then he assigns homework with absolutely nothing we have learnt on it expecting us to understand and actually do it. This class really makes me hate math..",1,0,"Nov 4th, 2013"
10541,Phil Scott,University of Ottawa,Mathematics department,5,3,AWESOME,MAT3761,"Engaging and animated lecturer; he is enthusiastic about the material and it's hard not to catch it as a student (if you've already some interest in math/logic). Generous marker, frequently gives bonus questions (which are actually doable!). He can be a bit disorganized with scheduling (due dates, office hours) but it's a relatively minor issue.",0,1,"Apr 28th, 2013"
10541,Phil Scott,University of Ottawa,Mathematics department,4.5,3,AWESOME,MAT1348,"Very good professor; clear and concise. Gives lots of assignments which can be, at times, challenging (though solvable), however the midterm and final exam are a joke.",0,1,"Oct 20th, 2010"
10541,Phil Scott,University of Ottawa,Mathematics department,5,3,AWESOME,MAT1348,"Excellent professor. Conveys subject matter clearly and effectively. I find that he taught discrete math perfectly, almost flawless per say. He's really kind and helpful in his office hours. Only flaw is there's alot of homework, but it helps alot!",0,1,"May 11th, 2010"
10541,Phil Scott,University of Ottawa,Mathematics department,5,2,AWESOME,MAT1348,"Really great prof. He makes the subject as interesting as possible, and speaks clearly. He often repeats subject material more often than is necessary, but I'm sure students who have a more difficult time understanding appreciated it. Homework/Assignments are very challenging, while his midterm and exam are much simpler and fair. Would definitely have him as a prof again, highly recommended!",0,1,"May 9th, 2010"
10541,Phil Scott,University of Ottawa,Mathematics department,4.5,3,AWESOME,MAT1348,"Decent professor, enthusiastic teacher and extremely helpful when you go to his office. exams r not at all hard if you know your material and do your assignments yourself.",0,1,"Apr 27th, 2010"
10541,Phil Scott,University of Ottawa,Mathematics department,5,2,AWESOME,MAT3161,"Clear voice and excellent, confident teaching. I had him for 3 courses and loved all three. He's a logician so take any logic course you can with him!",0,1,"Jan 1st, 2010"
10541,Phil Scott,University of Ottawa,Mathematics department,1.5,4,AWFUL,MAH2143,haha...the only thing I can make sure is his English is pretty well.,1,0,"Feb 16th, 2006"
10541,Phil Scott,University of Ottawa,Mathematics department,4,2,AWESOME,MAT21412143,"Goes a little fast at times, but as long as you're on top of the material, his course will run very smoothly for you. Clever algebraist, with a youthful spirit. Aside from baldness, I don't see any noticeable similarities to Gargamel.",0,1,"Feb 9th, 2006"
10541,Phil Scott,University of Ottawa,Mathematics department,1,5,AWFUL,MAT3161,"Do you know the schtrumphs, and the guy that used to eat the schtrumphs, yeah well he looks just like that guy, except that he doesnt have a cat running beside him...Charchabil is the name i guess, yeah, he has that same evil attitude that makes you fail your course miserable unless you love cats or hate schtrumphs",1,0,"Jan 13th, 2006"
10541,Phil Scott,University of Ottawa,Mathematics department,5,3,AWESOME,MAT,"I took 1st and 3rd year Logic with Phil, and he is an AMAZING professor. He is one of the best teachers at this school, and it would be a HUGE mistake not to take a course with him, no matter what program you're in! It also doesn't hurt that the material, while challenging, is interesting and exciting.",0,0,"Aug 23rd, 2005"
10541,Phil Scott,University of Ottawa,Mathematics department,5,1,AWESOME,MAT1361,Awesome math prof (Y),0,0,"Apr 8th, 2005"
10541,Phil Scott,University of Ottawa,Mathematics department,5,2,AWESOME,MAT1361,Love Pro. Scot's course forever!,0,0,"Apr 28th, 2004"
10541,Phil Scott,University of Ottawa,Mathematics department,5,1,AWESOME,MAT1361,Great course!! One of the most intersting and easiest ones I've had!,0,0,"Apr 27th, 2004"
10541,Phil Scott,University of Ottawa,Mathematics department,5,1,AWESOME,MAT1361,"Had him last year and loved him!! He's my favorite prof ever, conveys the message effectively, and made it fun and interesting!!! I love Phil!!!",0,0,"Mar 25th, 2003"
10541,Phil Scott,University of Ottawa,Mathematics department,5,2,AWESOME,MAT1361,I claim to you that he was a fun guy. Good class.,0,0,"Dec 12th, 2002"
10541,Phil Scott,University of Ottawa,Mathematics department,3,5,AVERAGE,MAT2361,Extremely Hard Finals! Really good at giving exams were 1/2 the class fails,0,0,"Mar 22nd, 2002"
10541,Phil Scott,University of Ottawa,Mathematics department,5,2,AWESOME,MAT1361,"The best. He showed us clips from ""Monty Python and the Holy Grail"" for logic!",0,0,"Feb 14th, 2002"
10541,Phil Scott,University of Ottawa,Mathematics department,5,2,AWESOME,MAT1361,one of the best teachers I've ever encountered..,0,0,"Oct 24th, 2001"
10541,Phil Scott,University of Ottawa,Mathematics department,4.5,3,AWESOME,CSI1361,his teaching made me feel interested in math for the 1st time.,0,0,"Sep 30th, 2001"
10541,Phil Scott,University of Ottawa,Mathematics department,5,3,AWESOME,MAT2341,Excellent prof! Being in his class was a real pleasure!,0,0,"Sep 8th, 2001"
10541,Phil Scott,University of Ottawa,Mathematics department,3.5,2,AVERAGE,MAT1361,No Comments,0,0,"Sep 6th, 2001"
10543,Stan Szpakowicz,University of Ottawa,Computer Science department,4,4,AWESOME,CSI5386,"He knows his stuff, but likes to go off on tangents every now and again. His slides are derived from the textbook authors. So pay attention in class and you won't need the text book. Extremely approachable and will take the time to discuss ideas with you if you are willing to put in effort. His assignments are more tedious than challenging.",0,0,"Nov 6th, 2011"
10543,Stan Szpakowicz,University of Ottawa,Computer Science department,2,5,AWFUL,CSI2120,"Not helpful, not approachable. He likes playing with words to show he is humorous, while actually demonstrate himself to be rude.",0,0,"Aug 14th, 2009"
10543,Stan Szpakowicz,University of Ottawa,Computer Science department,1,5,AWFUL,CSI3125,"BAD teacher period! Does not explain, mumbles a lot, wants people to ask questions yet gets mad when they do. Wears a bone around his neck. VERY BORING guy, boring repetitive assignments (in a bad way). TOUGH TESTS. For those of you that think he knows his stuff, I say: I hope he knows his stuff, that's all he's been doing for the last 25 years!",0,0,"Dec 29th, 2006"
10543,Stan Szpakowicz,University of Ottawa,Computer Science department,4,4,AWESOME,CSI4106,"You'll have to work hard, but it's worth it. He doesn't always give the clearest guidelines - I consider this a good thing. It leaves you room to explore and learn on your own, and he's usually good at spotting effort or lack thereof. He supports open source. :) He's somewhat set in his ideas, which is fine since he knows what he's talking about.",0,0,"Aug 22nd, 2005"
10543,Stan Szpakowicz,University of Ottawa,Computer Science department,3,3,AVERAGE,CSI4106,"Hard courses, hard prof, but very intelligent. He can be tempermental at times, and once accused myself and some friends of conspiring against him. Said he wouldn't force prolog on us, but some assignments and the final required more than a passing understanding of it. Overall good course and capable prof, as long as you don't conspire against him!",0,0,"Jun 10th, 2005"
10543,Stan Szpakowicz,University of Ottawa,Computer Science department,3.5,3,AVERAGE,CSI3125,"Rambles, and can be hard to hear if he doesn't wear a mic, but he definately knows his stuff. Assignments can be hard, but you learn alot from them. Overall a decent prof.",0,0,"Aug 6th, 2004"
10543,Stan Szpakowicz,University of Ottawa,Computer Science department,4,2,AWESOME,CSI3125,"Good prof for this course. Loves perl and linux, and shows it. Challenging assignments, kind of boring lectures.",0,0,"May 27th, 2004"
10543,Stan Szpakowicz,University of Ottawa,Computer Science department,4,3,AWESOME,CSI3125,He makes you work really hard! Excellent knowledge of the subject. He is a hardworker. He appreciates the effort. He gives bonus marks for his assignments. He is very intellegent person.,0,0,"Apr 5th, 2003"
10543,Stan Szpakowicz,University of Ottawa,Computer Science department,3.5,2,AVERAGE,CSI2114,"He's supposed to be hard... He's cool, knows his material...",0,0,"Apr 4th, 2002"
10543,Stan Szpakowicz,University of Ottawa,Computer Science department,5,5,AWESOME,CSI3125,"Rambles a lot about stuff, so it can be interesting. The exams were a nightmare.",0,0,"Feb 14th, 2002"
10543,Stan Szpakowicz,University of Ottawa,Computer Science department,4.5,3,AWESOME,CSI3125,U look like luigi from Super Mario Brothers,0,0,"Jan 22nd, 2002"
10543,Stan Szpakowicz,University of Ottawa,Computer Science department,2,4,AWFUL,CSI3125,"Good Prof, poor presenter though he tried hard. We need a teacher, not a scholar",0,0,"Sep 30th, 2001"
10543,Stan Szpakowicz,University of Ottawa,Computer Science department,4,3,AWESOME,CSI3125,"Not the best prof, but he really tries hard and that's worth a lot.",0,0,"Sep 8th, 2001"
10543,Stan Szpakowicz,University of Ottawa,Computer Science department,4,4,AWESOME,CSI4106,Excellent knowledge of subject matter.,0,0,"Jun 27th, 2001"
10547,Hassan Ural,University of Ottawa,Computer Science department,3,3,AVERAGE,ITI1100,"This man is crazy and scary. The only way to gain respect with him is to talk back. After talking back and fighting his antics, he treats you like a human being. He is harder on you if you are foreign (language barrier) or don't know the material well, so read up. He's at least clear and knows his material better than many professors uOttawa.",0,0,"Aug 17th, 2017"
10547,Hassan Ural,University of Ottawa,Computer Science department,1,2,AWFUL,CSI5111,"Very harsh, not very helpful. 30 students quit after the first day. Not available (regularly) at office hours. and HE WILL MAKE FUN OF YOU. But.. He knows what he is doing, interesting (but arrogant) attitude, and you will learn little but your patience, spirit and motivation will be put to the test. The best will survive the weak will fall.",0,0,"Jan 8th, 2014"
10547,Hassan Ural,University of Ottawa,Computer Science department,1,5,AWFUL,SEG4156,"Only one advice I can give. If you have a class with this prof, just run away. This prof was the worst prof I had in my entire life.",0,0,"Jan 6th, 2013"
10547,Hassan Ural,University of Ottawa,Computer Science department,2,5,AWFUL,CSI5000,2/3 student dropped his course. Left need to prepare well to be scolded.,0,0,"Apr 2nd, 2007"
10547,Hassan Ural,University of Ottawa,Computer Science department,3.5,2,AVERAGE,CSI2111,"Good as a prof, and the course was interesting. He doesn't inspire you to participate in class though - if you answer a question wrong he will probably laugh or make fun of you.",0,0,"Jun 10th, 2005"
10547,Hassan Ural,University of Ottawa,Computer Science department,1,5,AWFUL,CSI2111,No Comments,0,0,"Dec 12th, 2004"
10547,Hassan Ural,University of Ottawa,Computer Science department,5,1,AWESOME,CSI2111,"obviously the other people here are just **** or something, this guy rocks my socks (in an educational kind of way)!",0,0,"Dec 12th, 2004"
10547,Hassan Ural,University of Ottawa,Computer Science department,3,3,AVERAGE,CSI,This man is insane. He's the modern-day terminator (in his own special way),0,0,"Dec 6th, 2004"
10547,Hassan Ural,University of Ottawa,Computer Science department,4,4,AWESOME,CSI2111,"He knows what he's doing. He probably had a say in establishing the technologies he talks about. Study his notes and the stuff on the assignments, and you'll do fine in the exam. Do NOT talk in class, he will make you pay.",0,0,"May 27th, 2004"
10547,Hassan Ural,University of Ottawa,Computer Science department,1,5,AWFUL,CSI2111,No Comments,0,0,"Mar 31st, 2003"
10547,Hassan Ural,University of Ottawa,Computer Science department,2.5,5,AWFUL,CSI2111,"Book doesn't help much, the notes are good. Everything is based on them.",0,0,"Dec 14th, 2002"
10547,Hassan Ural,University of Ottawa,Computer Science department,3,3,AVERAGE,CSI2111,No Comments,0,0,"May 13th, 2002"
10547,Hassan Ural,University of Ottawa,Computer Science department,2,3,AWFUL,CSI2111,"He made fun of my cool spiked hair, but he's bald! Total Nazi!",1,1,"Apr 5th, 2002"
10547,Hassan Ural,University of Ottawa,Computer Science department,2.5,3,AWFUL,CSI2111,No Comments,0,0,"Apr 5th, 2002"
10547,Hassan Ural,University of Ottawa,Computer Science department,2.5,3,AWFUL,CSI2111,"Do not talk or make eye contact, he'll MAKE YOU PAY TILL you GRADUATE!",0,0,"Apr 4th, 2002"
10547,Hassan Ural,University of Ottawa,Computer Science department,5,1,AWESOME,CSI2111,He is so strict that he scares me. Don't talk in his class or else!,0,0,"Feb 14th, 2002"
10547,Hassan Ural,University of Ottawa,Computer Science department,1.5,4,AWFUL,CSI2111,funny but that's about it,0,0,"Feb 9th, 2002"
10547,Hassan Ural,University of Ottawa,Computer Science department,3.5,3,AVERAGE,CSI2111,Don't make eye contact or he'll put you on the spot and leave you feeling stupid,0,0,"Feb 7th, 2002"
10547,Hassan Ural,University of Ottawa,Computer Science department,5,1,AWESOME,CSI2111,"Ural , you are my hero",0,0,"Jan 22nd, 2002"
10547,Hassan Ural,University of Ottawa,Computer Science department,4.5,3,AWESOME,CSI2111,No Comments,0,0,"Jan 22nd, 2002"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,3,AWESOME,CSI3105,Very engaging,0,0,"Jun 20th, 2022"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,4,AWESOME,CSI5166,Too bad she retired :( She is the best,0,0,"Jun 4th, 2022"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,3,AWESOME,CSI3105,Easily the best CSI prof at Ottawa U.,0,0,"Nov 5th, 2019"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,2,AWESOME,CSI3105,"Easily the best CSI professor I've had. Exams contain no surprises, lectures are engaging, and professor is cheerful and clear (also emails back very quickly for assignment questions!). Attend class, pay attention to everything, and do your assignments, and you'll do well. I loved this class, but would take any course if taught by Ms Boyd!",1,0,"Dec 19th, 2015"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,3,AWESOME,CSI3105,"She is fantastic! Engaging, assignments and midterm reflect what is taught in class. Highly recommend!",0,0,"Dec 12th, 2015"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,1,AWESOME,CSI3105,"5/5 would recommend. This is the type of prof that makes you want to take a certain course simply because she's teaching it. Great lecturer, crystal clear expectations for assignments and exams, good class notes, and very fair. Show up to class, fill in the notes she provides, and participate, and you'll have nothing to complain about :)",2,2,"Nov 28th, 2015"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,3.5,4,AVERAGE,CSI3105,"She's always smiling and giggly. But I don't like her teaching style, what she says in class is what goes. If you solve it using a diffrent method and still get the same answer you'll get part marks. But she's willing to answer any question during her office hours, if there isn't a line of students. Don't buy the textbook its just a guide.",1,1,"Nov 4th, 2015"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,3,AWESOME,CSI3105,"She is the best Prof I have ever seen. If you are in her class, you are a lucky dude!",1,2,"Sep 25th, 2015"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,1,AWESOME,CSI4105,"Definitely my favourite prof in the faculty. She gives you these fill-in-the-blank lecture notes that you follow along with for the lectures; I find them extremely useful and very well executed. She gives great lectures, has great lecture notes, and has a great sense of humour. Fun to talk to outside of class, as well.",0,0,"Jun 2nd, 2015"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,4.5,2,AWESOME,CSI5166,"Amazing teacher! Explain things very well by writingdrawing in her tablet, and it's much better than reading any textbooks yourself. Textbook not needed, but must not skip class, since everything is displayed in class. Many tests, no assignments. Practices with answers are released before tests. I'd love to try her other courses.",6,0,"May 20th, 2015"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,3,AWESOME,CSI3105,"One of the best prof at uO, really enjoyed professor Boyd's class, make this subject very interesting!",0,1,"Dec 12th, 2014"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,1,AWESOME,CSI3105,best notes ever. one of the best profs at uOttawa. I wish every prof could make notes like her. Keeps you engaged in the course.,1,1,"Oct 25th, 2014"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,4,3,AWESOME,CSI3105,Sylvia was one of the best CSI profs for UofO.,0,1,"May 4th, 2014"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,4.5,2,AWESOME,CSI3105,"In the faculty of engineering/csi I'd say she is probably one of the best. Although I could not stand her teaching style, and her voice was so damn annoying. Her tone of voice sounded like she thought we were pre school kids. Her notes are only given out in class so it's pretty much mandatory to go. Her examples help 100% with assignments/exams.",1,1,"Apr 23rd, 2014"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,3,AWESOME,CSI3105,It was a really well taught class.,0,0,"Jan 9th, 2014"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,3,AWESOME,CSI3105,Amazing prof! She was always super enthusiastic about the material which really helped to keep it interesting. Very good at communicating the ideas too.,0,1,"Dec 5th, 2013"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,1,AWESOME,CSI3105,Very friendly. Good sense of humour. Great professor overall.,0,1,"Dec 3rd, 2013"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,2,AWESOME,CSI3105,She is definitely one of the best professors. She is very clear about materials. Assignments and exams reflect back on what we learned during the class so I always feel everything makes sense. She loves what she does and teaches very well. 5 stars for sure. Extremely recommended!,0,0,"Nov 23rd, 2013"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,3,AWESOME,CSI4150,I wish all the CSI courses at uOttawa were taught by professor Boyd.,0,0,"Jul 16th, 2012"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,3,AWESOME,CSI3105,CSI 3105 - Excellent professor. I loved her teaching style. If you go to class and pay attention you will succeed.,0,0,"Jul 16th, 2012"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,3,AWESOME,CSI4150,"She is an excellent prof. Take her class, for sure!",0,0,"Jan 14th, 2012"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,4.5,3,AWESOME,CS1,great prof!,0,0,"May 9th, 2011"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,3.5,4,AVERAGE,CSI3105,"Very engaging personality, she makes you attend every lecture if you want to pass, as the assignments/tests often refer to things only discussed in class, but not in the text. The handouts are templates you must complete by attending classes.",0,0,"Dec 6th, 2007"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,4,AWESOME,CSI5166,She is an awsome teacher!,1,0,"Sep 20th, 2007"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,4,3,AWESOME,CSI3105,"ATTEND EVERY CLASS! The class notes are missing the most important parts, and you must go to class to get them. She also drops hints about the exam. Overall a hard, tedious but important course. She brings a great deal of enthusiasm and clarity to the subject. One of the few professors who is actually good at teaching and seems to enjoy it.",0,0,"Mar 5th, 2007"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,4,3,AWESOME,CSI3105,"She's a very good professor. She is clear in her explanations. However, getting an A+ is very difficult. The main reason for this is because you need to do some analysis on the tests, which is not easy considering the time restrictions.",0,0,"Dec 28th, 2006"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,4,3,AWESOME,CSI3105,"She really really really really annoyed me. S's so annoying you'll think your mom is teaching! Main problem is that she states and restates the obvious, and then asks about 3 different students to repeat it... YAWN!",0,0,"Dec 6th, 2006"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,1,AWESOME,CSISECT,Excellent Prof. Best in CSI. I took 2 electives with her after taking my degree course and loving it. She is the best.,0,0,"Nov 10th, 2006"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,4,4,AWESOME,CSI3105,she wants to make you think which is good. she is a **** of a marker.. dot your i's and cross your t's.. if you dont go to class and take good notes (she provides a good guideline for the lectures) then you are screwed... textbook for the course was terrible.. she is a good prof.. definitely conceited and a feminist but good anyway.,0,0,"Nov 15th, 2005"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,4,AWESOME,CSI1100,Best CSI prof in OU (not saying much though),0,0,"Mar 15th, 2005"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,3,AWESOME,CSI3105,"one word, Excellent. Examns and assignment were challenging, to be expected from a third year course. thank you professor Boyd",0,0,"Oct 5th, 2004"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,4,3,AWESOME,CSI3105,Knows her stuff and knows how to explain it clearly. Complexity analysis simply makes sense once she explains it.,0,0,"Aug 6th, 2004"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,1,AWESOME,CSI5166,She is an excellent teacher. Has very good knowledge of her subject. you dont need any extra notes.:),0,0,"Apr 27th, 2004"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,3,AWESOME,CSI3105,Her lectures are organized and clear. The assignments and exams are challenging but fair. Exactly what I want from a third year course. :),0,0,"Nov 14th, 2003"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,2,AWESOME,CSI3105,cool stuff,0,0,"Oct 23rd, 2003"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,4,AWESOME,CSI1100,She is the one and only one who know how to teach.,1,1,"Apr 1st, 2003"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,1,AWESOME,CSI4150,No Comments,0,0,"May 13th, 2002"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,3,2,AVERAGE,CSI3105,She looks like your mom! (and makes you feel like it) Nice but annoying.,0,0,"Apr 5th, 2002"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,3.5,3,AVERAGE,CSI4150,She probably thinks that we're in kindergarden... Extremely annoying,0,0,"Apr 4th, 2002"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,4.5,2,AWESOME,CSI1110,amazing,0,0,"Apr 2nd, 2002"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,2,AWESOME,CSI4150,She brought us cookies!,1,0,"Feb 14th, 2002"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,3,AWESOME,CSI3105,I like your hair!,0,0,"Jan 22nd, 2002"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,3,AWESOME,CSI1100,No Comments,0,0,"Sep 28th, 2001"
10560,Sylvia Boyd,University of Ottawa,Computer Science department,5,3,AWESOME,CSI3105,Best professor that I have ever had!,0,0,"Sep 8th, 2001"
11933,Tony Durst,University of Ottawa,Science department,1,5,AWFUL,CHEM2120,NO. JUST NO. I blame him for me currently living in my mom's basement. He is the reason I dropped out of university.,0,0,"Oct 3rd, 2022"
11933,Tony Durst,University of Ottawa,Science department,1,5,AWFUL,CHEM2120,"Durst was the worst professor I had during my 8 years in university. He was a poor lecturer and an even worse teacher, passing off any actual teaching to his TAs (who were also unavailable). He encouraged students to quit if they asked questions regarding his convoluted explanations. He's someone who should not be in the education profession.",0,0,"May 13th, 2019"
11933,Tony Durst,University of Ottawa,Science department,1,3,AWFUL,CHEM2120,"This prof thinks he is always right. If you have a choice, don't take the class with him. He needs to be open-minded a bit. He lacks openness.",0,0,"Aug 15th, 2018"
11933,Tony Durst,University of Ottawa,Science department,1.5,4,AWFUL,BPS2110,"Most adorable man, but horrible professor. Course was insanely disorganized - he modifies the slides he posts on blackboard right before class so you can't follow along with his lecture. Doesn't know his material well, gets confused, and is no help if you have questions. Midterm was marked super unfairly and the marking scheme was really tough.",1,0,"Nov 22nd, 2013"
11933,Tony Durst,University of Ottawa,Science department,3,2,AVERAGE,BPS2110,"Decent prof. He thinks he is right about everything, but he actually provided some incorrect definitions and examples (i.e. Lipinski rules). The lecture slides were very disorganized. He is not very approachable. However, he is an engaging lecturer and the lectures were not boring; he did manage to convey most of the material well.",0,0,"Jan 8th, 2013"
11933,Tony Durst,University of Ottawa,Science department,3,4,AVERAGE,CHM2120,Great prof...possibly the best one I have had yet!!! He is really cute and very understanding. He may not be able to work a computer but honestly...that's not what an organic chemist has to do! He knows his stuff and makes every effort to try and get students to get it too. Do assignments and go to DGDs and you can do great in his class!,0,0,"Jan 12th, 2010"
